"","x"
"1",2.75210058670113
"2",3.6096912823351
"3",3.26459611526941
"4",2.90085446085388
"5",2.65553098730422
"6",2.53591459460049
"7",3.67409873779116
"8",3.31463844330372
"9",2.78314792436511
"10",3.0892073719803
"11",5.76129966224353
"12",2.82009495690493
"13",4.21125430801853
"14",1.5353478908374
"15",3.3158080174748
"16",3.01800494474486
"17",1.996296966023
"18",2.31598794405791
"19",3.17132965702559
"20",3.44579031973732
"21",0.733747864405212
"22",1.76722136313521
"23",1.11772474365195
"24",-0.297867696558034
"25",3.96305631531522
"26",1.79955748545925
"27",1.34729822636423
"28",2.33881783543711
"29",4.03934632354721
"30",1.39767236310226
"31",3.06968314060432
"32",1.87322919752686
"33",3.99174976070706
"34",3.40147148907423
"35",2.20365228386163
"36",2.46126929485589
"37",0.892025134016613
"38",2.32239768590604
"39",3.04666659126755
"40",1.80787664982725
"41",2.83665515740781
"42",2.87628512046627
"43",2.40184114946272
"44",3.5303380695457
"45",1.50365527588791
"46",2.81838504750643
"47",3.45392707806256
"48",3.00807750305026
"49",2.02604703668471
"50",3.11125718593299
"51",3.79439011330011
"52",2.35251601181722
"53",1.25876428610914
"54",1.47922753093892
"55",4.39156733822608
"56",3.06801326791288
"57",3.61655288793144
"58",2.47543703655931
"59",5.33533305354929
"60",3.03733907997988
"61",3.19192399815822
"62",2.63935875042119
"63",3.13964990461263
"64",2.09471801928045
"65",3.12885714833573
"66",3.29534443754942
"67",2.60622285771865
"68",3.52390975906238
"69",3.60103044774942
"70",2.57174620237914
"71",4.09109153409565
"72",1.96042586454268
"73",3.29941672044965
"74",3.57170837029383
"75",3.26190230808026
"76",2.78174302847642
"77",2.27379924005563
"78",2.9541055085148
"79",2.42840925013335
"80",4.67548731009536
"81",3.44621228397403
"82",3.83452617613629
"83",4.19513977971346
"84",3.29430024218193
"85",2.01846787667252
"86",4.11735603249399
"87",2.54584146798005
"88",3.49431399620735
"89",2.80770224769765
"90",0.916753576352813
"91",3.44522986625708
"92",3.4773993191492
"93",4.42804930882388
"94",3.25817460798988
"95",2.06765825870015
"96",3.04262271316636
"97",3.93048987085664
"98",2.48525183520474
"99",1.91278895720088
"100",3.91755220896122
"101",2.4991223730378
"102",2.60134217555211
"103",2.54250267412152
"104",1.80426915391112
"105",3.02954686946571
"106",2.62561444149829
"107",4.15428721139477
"108",2.76688661288784
"109",2.68395510228402
"110",1.87788749493131
"111",2.57268989881448
"112",4.10835605165473
"113",3.60022990452641
"114",2.13401225146687
"115",2.48730790318759
"116",3.21476628550655
"117",3.58081706536082
"118",2.04364411336251
"119",4.9197739498996
"120",2.1841160041905
"121",2.2761813441959
"122",3.60122611492719
"123",2.45735106193864
"124",3.18110611154193
"125",1.51593978558095
"126",3.57845996976931
"127",2.26476301215694
"128",4.52709452058719
"129",2.46451349922387
"130",3.12740466600718
"131",1.85956286904519
"132",2.86073666645592
"133",4.62615964691135
"134",4.12927095843816
"135",2.22806008908746
"136",2.19175986793926
"137",2.8378425417138
"138",3.18984997521663
"139",2.60357338569506
"140",3.40648434563554
"141",2.60147447187658
"142",2.78443203123429
"143",3.48811852399967
"144",2.01748357623094
"145",4.6816126052
"146",3.17722207725338
"147",2.45206981227904
"148",4.11187675245948
"149",2.30152221019243
"150",3.64608390272721
"151",1.10847623709133
"152",3.72918651262883
"153",1.07976386861992
"154",3.45779891666253
"155",1.61070313690603
"156",2.44218555550094
"157",2.18354466208257
"158",2.2308146864569
"159",2.74298759128148
"160",2.14118721619152
"161",3.51791243761463
"162",3.23028553656391
"163",2.52403570640637
"164",3.13677279516577
"165",0.476695421988525
"166",3.92898535370999
"167",3.28326623698456
