"","x"
"1",1.22025009598057
"2",3.39105423054304
"3",0.494819119592185
"4",3.21097279997843
"5",3.96242328233599
"6",2.59631715853349
"7",4.49465828412548
"8",2.49076317239969
"9",6.00030124957052
"10",0.855477306286585
"11",1.64111487706433
"12",5.06954215296642
"13",1.59597278041157
"14",1.4507059507976
"15",1.30558143715789
"16",2.57073532621788
"17",4.45872254643015
"18",2.88397861511119
"19",3.53098569915442
"20",3.42271835998034
"21",4.39389232653964
"22",2.60929986109893
"23",3.22080744079481
"24",2.9592232538708
"25",3.36235333284267
"26",1.03894299809694
"27",5.11459368512967
"28",1.74044091220347
"29",-0.475306483258604
"30",1.82826711396727
"31",0.446028136106777
"32",4.70042944719018
"33",3.9003473024729
"34",2.67468868407849
"35",6.65160660309686
"36",2.37992409506758
"37",4.71355670155046
"38",-0.400341212911005
"39",3.3292916334545
"40",2.38540219713693
"41",2.70257115069727
"42",4.14904683683708
"43",1.90672642344261
"44",6.89845740513108
"45",3.35994696717273
"46",0.77271468682897
"47",7.22224558098315
"48",2.12359933547186
"49",0.661884400240156
"50",1.36701550541286
"51",2.48812515363371
"52",0.392124292223243
"53",1.56771916024135
"54",3.40618252945673
"55",2.13604521637237
"56",2.86837277760991
"57",4.56495766723118
"58",2.6760633779236
"59",8.77878146191757
"60",3.01123088408335
"61",2.75395693993837
"62",2.23750305919553
"63",0.162366759197544
"64",2.46518727173316
"65",3.04159681273312
"66",3.38017801015905
"67",1.66957633070157
"68",2.87637495920261
"69",3.54395282718284
"70",7.3295856846862
"71",-0.248645263771318
"72",2.19722725961716
"73",3.23995354933749
"74",1.87032001840422
"75",5.91998905909719
"76",2.98855923276985
"77",2.23618871746072
"78",0.450570849251251
"79",3.75643406665113
"80",1.25948954984374
"81",3.93379305338501
"82",3.71995991365499
"83",3.89458974603294
"84",5.61640414074786
"85",-0.0327294611006343
"86",6.56022325916587
"87",3.4607700885728
"88",6.03165628173185
"89",5.24510621178345
"90",5.07102038807215
"91",2.84953971195805
"92",3.51990098127398
"93",4.02808708839334
"94",-2.25981427471583
"95",-0.451570782453637
"96",3.81697467317105
"97",5.50143949475357
"98",5.20154587967338
"99",4.43995958371729
"100",3.56786484801929
"101",3.66052102404435
"102",5.19311764264436
"103",2.31500746861839
"104",2.87775220114922
"105",5.15638798252577
"106",4.22037743401455
"107",6.98112852262271
"108",-0.528956892994004
"109",3.71434773435977
"110",0.585627765214822
"111",0.595775679705258
"112",1.61426927302251
"113",5.36287796821403
"114",-1.43493883702432
"115",3.3058395120137
"116",-0.967852526261658
"117",0.0736899719013357
"118",2.68915115911144
"119",3.8928823140226
"120",5.43507055566738
"121",6.96568782632704
"122",4.53076933185309
"123",1.70328401638931
"124",7.81567914789677
"125",4.65843349845989
"126",-0.789403350650186
"127",2.04946139511784
"128",2.46484206160919
"129",4.76802001224257
"130",0.682836845288998
"131",3.60372168395992
"132",1.16764703963151
"133",3.57520918193059
"134",4.76407653657822
"135",9.42459135408957
"136",3.56707803424635
"137",4.98695019406757
"138",2.01550586942291
"139",3.38382726809163
"140",4.97330252446046
"141",6.53312667852984
"142",7.88427031768516
"143",3.40488060426114
"144",2.36379167277904
"145",-1.20918204650311
"146",3.05559923160293
"147",5.62043640201128
"148",4.08767294021103
"149",3.27158255638362
"150",2.37074886670729
"151",6.37129714151144
"152",4.60818358173603
"153",2.8636316339613
"154",3.40632627401328
"155",6.23313747637798
"156",1.91238583731827
"157",3.72788858724934
"158",4.92788047623102
"159",1.94290361033808
"160",1.00183716555309
"161",5.60411861463648
"162",2.49829925935073
"163",1.59954079793413
"164",0.729379863859261
"165",1.55358669899276
"166",1.11593576935438
"167",5.0328751535049
"168",4.89278520042103
"169",2.83376751245028
"170",2.14762293613917
"171",3.76513673045906
"172",1.72085347990589
"173",6.99792890024145
"174",1.528540000133
"175",-0.0954383941799395
"176",4.374044740766
"177",3.24500033264364
"178",2.35117551466038
"179",0.583147845984748
"180",0.387022166026952
"181",4.05710758877488
"182",4.6563313423802
"183",3.82881156817951
"184",-2.04503559002026
"185",4.11968069422251
"186",7.93273033300981
"187",3.31492400630782
"188",0.495606840885499
"189",5.89826361173655
"190",1.41591484916019
"191",3.95739210364799
"192",2.90856115555855
"193",1.62722282589667
"194",3.892888757486
"195",4.02991639344346
"196",5.1967068272799
"197",2.45076747195856
"198",3.02252533114093
"199",1.84993772918226
"200",1.43088171279816
"201",3.59016466789344
"202",3.78272292998748
"203",2.48585541046985
"204",3.50213922153257
"205",2.71180720356117
"206",2.34715480500723
"207",6.40321953061241
"208",5.63701015859503
"209",1.22810610980897
"210",5.24898838922061
"211",2.33053941400831
"212",2.1594795957418
"213",2.3985887525106
"214",6.38438527131498
"215",0.421208004581531
"216",1.27353346634198
"217",4.70350591639189
"218",4.12144070759127
"219",1.8743874036635
"220",3.8988225534609
"221",3.33210590156832
"222",3.24909669307133
"223",2.3429783758762
"224",2.76638454950589
"225",1.45629497541499
"226",1.56709289114072
"227",-0.956121381547991
"228",4.7553871278349
"229",1.89052825533059
"230",2.37052286690267
"231",-0.0588939716228434
"232",3.75074308397742
"233",-0.787669059255296
"234",-1.00507582261399
"235",4.11422530731334
"236",0.893493507484295
"237",2.53605140496688
"238",2.66647059151095
"239",4.37042970934928
"240",2.10381701282007
"241",3.13610682928592
"242",2.59203341984766
"243",2.94653355518027
"244",4.26773967796969
"245",-0.869602799198256
"246",4.70451608929645
"247",7.20280597992035
"248",5.07810964920376
"249",-0.052246363602058
"250",4.14209990982962
"251",3.50471602906218
"252",2.72163298022492
"253",2.94505380867475
"254",1.57790705503626
"255",4.99798854195487
"256",4.14777546761582
"257",4.43944019573285
"258",6.88787072977681
"259",6.2203797450325
"260",2.51120453438493
"261",2.41688838297963
"262",3.04065801859549
"263",3.2956927771972
"264",4.52757695430272
"265",7.92908741368066
"266",2.77533635385224
"267",3.46961151342741
"268",2.21825721129792
"269",0.593043306124691
"270",0.75358756872794
"271",3.13831637754217
"272",2.7672947356125
"273",4.95907463397282
"274",4.13493343798598
"275",3.89141081290848
"276",3.10024085288757
"277",2.41192609566486
"278",2.2335659378591
"279",3.18734596669202
"280",3.38139329545629
"281",4.10775546681837
"282",2.42041908050021
"283",1.48403292863189
"284",3.43619157197296
"285",3.79513391084038
"286",0.962483094437133
"287",3.49177150337226
"288",0.90455664781578
"289",2.29001312529945
"290",2.89489490811843
"291",3.20094117916063
"292",3.44279225191287
"293",3.86753299630684
"294",1.70379535184011
"295",3.87721021381679
"296",3.1284049662944
"297",1.4833711088594
"298",0.73512523901416
"299",5.11700242945059
"300",5.31861313660676
"301",0.298299702264034
"302",3.62630293374343
"303",0.22829244835411
"304",3.2734854629247
"305",5.19839799107136
"306",1.25675969192711
"307",3.54815869814446
"308",6.51260484126459
"309",2.40439870310154
"310",2.2652498935115
"311",2.76768984068321
"312",2.214195605709
"313",4.01167347430714
"314",2.17163937223195
"315",-0.481981109594779
"316",2.29586028715515
"317",0.819639493167097
"318",0.646832632473909
"319",-1.32442654267714
"320",0.0829975163562917
"321",3.05163161046999
"322",3.01892844799902
"323",-1.99913546719562
"324",5.72610898343101
"325",-1.20993873495568
"326",1.66920269890095
"327",1.91515459220233
"328",4.16915909126626
"329",3.27999209796482
"330",3.07421310032573
"331",4.83052167540222
"332",1.59822719197753
"333",3.03498259398941
"334",-2.56204036261925
"335",7.11931522473523
"336",1.32387197424831
"337",1.26315426955982
"338",2.35127614045218
"339",4.49557059634965
"340",2.77736455946161
"341",1.79140284763944
"342",4.05709736186999
"343",3.3933793351243
"344",0.0259584348140898
"345",2.13580066492694
"346",0.0225475512919751
"347",2.76969214524861
"348",4.11669410183885
"349",2.43608099713427
"350",7.27161496702969
"351",1.25046087971993
"352",4.01405688854101
"353",5.52158065675952
"354",4.74357418908814
"355",2.20101524755112
"356",3.69608306270348
"357",3.2881629103043
"358",6.24818158371939
"359",2.00900508985043
"360",6.80920548181425
"361",4.46515721906073
"362",3.93689867158857
"363",3.46750538074608
"364",2.83869228052716
"365",-2.46482807944508
"366",1.86769358744606
"367",1.96963489109228
"368",4.8856307744376
"369",7.1510569788144
"370",0.545779787292921
"371",4.2566592976944
"372",3.92299601161726
"373",3.24062182616517
