"";"x"
"1";-0,756541855931349
"2";0,980871654926286
"3";0,122762535503463
"4";-1,53661949979142
"5";-0,0379948198837142
"6";0,305522645928752
"7";4,22063893933049
"8";-0,386607660237536
"9";0,366586442205012
"10";0,817821077650909
"11";0,586725131156576
"12";-0,0763376420774178
"13";1,18183657699158
"14";-0,0799181069050711
"15";0,314028590961729
"16";-0,464854287715439
"17";1,21876572956665
"18";0,487243262796727
"19";0,694209811730434
"20";-0,00483426554193489
"21";0,597640734026887
"22";-0,498636823373772
"23";1,24560846775916
"24";1,77598260649999
"25";-0,852118782373978
"26";1,13139247437185
"27";-1,37587192531482
"28";-0,412944635126259
"29";-0,633239840639529
"30";-0,33885055768909
"31";0,32574869594373
"32";-0,622819137105903
"33";-0,830245181694811
"34";-0,543385339387056
"35";0,517114520879029
"36";2,88527725666958
"37";-1,99311931757367
"38";-1,5333258103491
"39";0,379248732496181
"40";-1,01554385666465
"41";0,658843653284859
"42";1,08938233034672
"43";-2,02584396918285
"44";-4,44148562835507
"45";-1,19513706538283
"46";0,624366487411132
"47";-0,618919562191262
"48";0,294016177517159
"49";-0,284027443802796
"50";0,354902919402985
"51";0,658080623364617
"52";0,321150688906988
"53";-1,13890938146386
"54";0,970972255015001
"55";-0,333476159685735
"56";-0,571298132170514
"57";-0,381207144504814
"58";0,0168307159877705
"59";0,89043524028493
"60";-1,70527121639799
"61";2,16149803006731
"62";-0,365279960709024
"63";0,505098564839049
"64";1,47363355671285
"65";0,337022774877346
"66";-1,53693037421646
"67";-0,589918606802714
"68";-0,571738594884032
"69";0,192081882513296
"70";0,981494623168336
"71";-1,14477342085682
"72";-0,875042637619746
"73";-3,75182984717859
"74";1,84452336411375
"75";-0,297027628918308
"76";-0,210148181420049
"77";-0,71059322156199
"78";0,0851750312030932
"79";0,108941004829231
"80";0,312796109682645
"81";-3,46928255350838
"82";0,386232410304856
"83";-3,42912335800237
"84";-0,081185307948882
"85";0,376410431978186
"86";-1,27332592190926
"87";-0,390598899782423
"88";-0,031209553623387
"89";0,219110963179783
"90";-0,714585587588754
"91";-1,17830130159846
"92";-0,742517469530633
"93";-1,09379358282811
"94";-0,990019579402224
"95";2,35887288021166
"96";-0,894739417812268
"97";0,153117910777579
"98";-0,939954518527709
"99";-0,119940057863624
"100";-0,145573608944442
"101";-1,61093675745582
"102";0,715540199385817
"103";-0,49376849734322
"104";0,156594525903936
"105";-0,487288361904114
"106";0,168901778439936
"107";0,331561801618742
"108";-1,12072614541901
"109";0,811077560873754
"110";-0,458152580457498
"111";-0,389104406115342
"112";-0,904973965349589
"113";-1,10848912326017
"114";-0,297416715239868
"115";0,520773957247295
"116";1,10984183700515
"117";-1,0804327780294
"118";-0,835799860788996
"119";0,728224295108275
"120";1,05355981293043
"121";1,14960299818903
"122";0,0536940888678278
"123";-2,2137388191908
"124";-1,24576836905192
"125";-0,274069231414828
"126";1,01836341403715
"127";-1,26186450185533
"128";0,552130624284983
"129";0,626666800562988
"130";0,627589720378228
"131";-0,982455346603663
"132";-0,613663659908444
"133";1,4331258739878
"134";0,224209342583701
"135";-0,48576487306198
"136";-0,516527978506256
"137";-2,31234058031032
"138";1,354881710762
"139";-0,841521314688559
"140";-1,43278892068758
