"","x"
"1",1.20174440715458
"2",0.552545009726452
"3",1.20423811617612
"4",1.24551887114266
"5",0.330237941266105
"6",0.535461365025092
"7",0.776394606686996
"8",0.362319832288464
"9",1.05763941567373
"10",0.899526155641422
"11",0.879377403551974
"12",0.412826802207842
"13",0.712918918067963
"14",0.315675687202524
"15",1.37724716152155
"16",1.4152398452199
"17",0.169127839874511
"18",0.635550945495205
"19",1.1624900207652
"20",0.680231810706848
"21",0.882785524188721
"22",0.852721735383896
"23",1.58082416421186
"24",0.742797941538519
"25",0.921121868799452
"26",0.26839126032311
"27",1.88836984654441
"28",0.796915802998884
"29",0.271707346892819
"30",0.771503915293974
"31",0.837922402044646
"32",0.978568517816255
"33",1.90867334756727
"34",0.775354068411944
"35",0.838016251262397
"36",1.36238078857898
"37",1.5382439360388
"38",0.364081658280358
"39",1.33488890011568
"40",0.745214109475157
"41",0.917795949513893
"42",0.516213158736187
"43",0.824523985245178
"44",0.723380640477457
"45",0.546166714501866
"46",0.914009351577562
"47",1.23554226207351
"48",1.42804725218991
"49",0.454596574648898
"50",0.555906366385175
"51",2.09769346924567
"52",0.440311395985842
"53",1.09608341777729
"54",0.25793105605861
"55",0.250743241351688
"56",0.902952083991058
"57",0.983137998947625
"58",0.375840167617446
"59",0.69471947223196
"60",0.474517120456288
"61",1.34610643625477
"62",0.198285680954871
"63",0.751864975389465
"64",0.708366440723182
"65",0.839566255131069
"66",0.348861043235357
"67",0.727454940353758
"68",0.477229877500452
"69",1.00588021659207
"70",0.45640411801154
"71",0.5490393176093
"72",0.915990375770211
"73",1.59644454274064
"74",0.725232011321427
"75",0.580672483685248
"76",0.365167190539956
"77",0.977077688907818
"78",0.608774912404973
"79",0.452196990572051
"80",0.506066948391084
"81",0.933545206020434
"82",1.42738118657421
"83",0.769534076663342
"84",0.326732870228867
"85",1.16751674151591
"86",1.61287676361443
"87",0.568481456889534
"88",1.39146251083588
"89",0.367987290995443
"90",0.830980341171059
"91",0.49680433719214
"92",0.332901762881882
"93",0.752254832192438
"94",0.393909176802295
"95",0.645814542380011
"96",0.161548319859165
"97",1.12102255352174
"98",0.804428375145296
"99",0.760180547662815
"100",0.489534976379484
